y,x,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,class
120,2920,199.18,132.93,154.04,192.75,162.8476,3.4051,14.3784,184.7875,2.0,5.0,3.0,16.0,4.0,2.0,6.0,3.0,4.0,23.0,0.0,12.0,4.0,6.0,3.0,7.0,66.985771,205.885926,119.489383,154.131852,197.251235,463.90674,128.477789,51.831998,534.610832,335.0,360.0,350.0,881.0,427.0,92.0,977.0,465.0,347.0,930.0,107.0,463.0,886.0,478.0,531.0,471.0,71.487006,2
130,1410,187.42,103.35,164.65,172.67,682.0236,9.8075,41.7275,703.5211,4.0,3.0,5.0,33.0,5.0,2.0,7.0,8.0,1.0,0.0,2.0,7.0,12.0,3.0,3.0,5.0,46.905771,193.963333,104.573951,159.595432,180.243086,597.214581,7.908976,47.211263,633.334613,368.0,404.0,371.0,1093.0,372.0,100.0,655.0,428.0,365.0,668.0,118.0,500.0,1136.0,500.0,493.0,529.0,54.478858,1
130,1750,152.11,110.65,153.98,139.05,1284.1379,3.2875,83.0396,1299.0075,2.0,0.0,4.0,13.0,8.0,0.0,15.0,5.0,6.0,4.0,1.0,3.0,20.0,8.0,7.0,4.0,13.285771,176.820494,106.011852,157.186914,163.064938,1364.458889,17.405045,82.445804,1353.638993,359.0,398.0,383.0,1087.0,413.0,91.0,747.0,438.0,360.0,731.0,105.0,464.0,1033.0,486.0,498.0,507.0,37.300709,1
130,2810,188.03,123.15,153.62,179.75,1295.1291,5.7075,10.9356,1429.5075,4.0,8.0,4.0,9.0,0.0,3.0,6.0,5.0,2.0,33.0,4.0,8.0,2.0,5.0,2.0,5.0,53.985771,184.756296,116.237531,149.347037,174.454691,1514.957399,178.709505,114.180429,1614.543256,345.0,390.0,394.0,1022.0,363.0,113.0,830.0,529.0,346.0,881.0,126.0,501.0,896.0,423.0,434.0,507.0,48.690463,2
140,740,199.27,107.67,151.31,187.06,98.5171,2.2811,2.8139,112.8364,3.0,2.0,6.0,16.0,2.0,4.0,7.0,9.0,4.0,2.0,0.0,7.0,19.0,6.0,7.0,6.0,61.295771,189.04321,106.981728,154.346543,176.023827,634.109244,9.985592,58.393612,641.754124,318.0,411.0,309.0,1306.0,397.0,104.0,561.0,435.0,325.0,548.0,89.0,527.0,1264.0,488.0,484.0,534.0,50.259598,1
140,1260,211.14,106.73,156.16,199.55,118.8204,2.9371,12.0144,135.8875,3.0,6.0,4.0,12.0,6.0,0.0,9.0,2.0,4.0,13.0,3.0,7.0,10.0,8.0,8.0,5.0,73.785771,192.766543,106.96358,157.198519,179.95642,761.024387,11.89534,53.487504,799.281681,342.0,420.0,387.0,1121.0,399.0,112.0,700.0,473.0,325.0,673.0,101.0,513.0,1084.0,424.0,516.0,510.0,54.192191,1
150,420,205.6,103.01,170.03,191.31,13.86,1.2099,0.9291,15.6339,3.0,2.0,2.0,18.0,3.0,3.0,6.0,5.0,4.0,12.0,1.0,10.0,6.0,12.0,4.0,9.0,65.545771,187.990741,102.730988,163.03284,172.859259,251.593618,6.789484,37.45102,262.903402,298.0,405.0,272.0,1228.0,364.0,122.0,557.0,478.0,297.0,577.0,97.0,567.0,1118.0,557.0,517.0,646.0,47.09503,1
180,1270,206.73,103.42,157.68,193.39,75.1971,1.8036,6.4976,87.5379,7.0,7.0,4.0,18.0,5.0,0.0,5.0,10.0,3.0,3.0,3.0,7.0,11.0,4.0,4.0,9.0,67.625771,192.070123,107.736543,155.750123,179.507531,738.95533,11.558492,55.70892,773.531919,348.0,412.0,376.0,1054.0,404.0,116.0,732.0,462.0,354.0,710.0,120.0,491.0,1099.0,444.0,473.0,505.0,53.743302,1
180,2930,225.18,130.21,155.71,220.66,80.6876,3.8659,5.0659,95.2644,2.0,5.0,5.0,7.0,8.0,1.0,16.0,6.0,4.0,3.0,1.0,5.0,10.0,8.0,13.0,6.0,94.895771,205.556173,122.104321,148.233457,198.184938,746.685857,67.843315,70.188337,859.549502,306.0,364.0,335.0,868.0,414.0,103.0,943.0,442.0,369.0,976.0,98.0,517.0,871.0,490.0,544.0,460.0,72.420709,2
190,2930,227.13,127.68,158.89,222.14,87.6731,6.9576,9.0379,110.5804,5.0,5.0,3.0,8.0,6.0,3.0,13.0,5.0,7.0,12.0,3.0,6.0,9.0,6.0,2.0,7.0,96.375771,204.254074,122.212469,147.452963,196.879383,766.631743,56.344116,59.618158,891.375698,315.0,385.0,346.0,844.0,401.0,117.0,941.0,432.0,362.0,1005.0,100.0,525.0,839.0,490.0,525.0,473.0,71.115154,2
190,3120,198.2,128.63,155.83,190.88,163.58,8.5531,3.3211,200.1456,6.0,3.0,5.0,11.0,6.0,0.0,9.0,5.0,8.0,5.0,0.0,4.0,16.0,7.0,7.0,8.0,65.115771,169.957778,118.622469,148.60642,159.769012,1279.386119,66.008088,56.489292,1363.086768,313.0,431.0,353.0,900.0,369.0,101.0,775.0,414.0,411.0,979.0,103.0,548.0,894.0,536.0,494.0,479.0,34.004784,2
200,1480,138.62,107.29,153.77,123.87,265.6756,2.1459,8.9371,259.5931,6.0,4.0,8.0,7.0,7.0,1.0,5.0,4.0,3.0,11.0,1.0,4.0,15.0,6.0,7.0,11.0,-1.894229,181.02284,106.519877,156.794568,167.650741,1293.286515,15.823679,81.217304,1308.148759,380.0,421.0,357.0,1091.0,425.0,100.0,674.0,438.0,336.0,709.0,112.0,498.0,1135.0,421.0,489.0,514.0,41.886512,1
200,3140,189.14,120.27,159.18,179.4,412.1404,2.2571,13.2276,451.74,4.0,9.0,4.0,25.0,3.0,1.0,9.0,6.0,6.0,9.0,0.0,6.0,3.0,2.0,4.0,9.0,53.635771,161.181111,116.51284,149.404938,150.016173,1167.710038,64.208847,48.215284,1221.349985,296.0,435.0,378.0,960.0,390.0,101.0,802.0,430.0,421.0,953.0,93.0,524.0,866.0,479.0,494.0,478.0,24.251944,2
200,3170,185.97,120.83,155.32,176.38,402.6691,22.9811,5.3176,482.9956,4.0,5.0,8.0,14.0,5.0,1.0,6.0,2.0,5.0,15.0,2.0,7.0,4.0,9.0,4.0,9.0,50.615771,156.365185,112.154074,150.71679,143.714074,1053.209109,65.627866,53.357076,1063.159234,324.0,455.0,390.0,991.0,384.0,114.0,781.0,445.0,410.0,908.0,92.0,535.0,800.0,472.0,491.0,508.0,17.949845,2
210,3240,164.73,123.79,152.23,155.01,463.7971,4.7659,9.7971,505.2899,5.0,6.0,5.0,7.0,5.0,1.0,5.0,4.0,9.0,21.0,1.0,7.0,7.0,8.0,4.0,5.0,29.245771,119.112963,117.673457,143.599012,108.486173,1321.524647,71.738184,60.92069,1209.938204,344.0,479.0,381.0,990.0,357.0,113.0,818.0,531.0,348.0,916.0,116.0,585.0,673.0,417.0,441.0,591.0,-17.278056,2
230,150,165.94,101.64,157.92,149.26,13.3764,0.4104,0.8136,15.6124,6.0,2.0,4.0,10.0,7.0,7.0,6.0,4.0,1.0,3.0,0.0,6.0,14.0,9.0,8.0,13.0,23.495771,163.867654,102.909012,159.535802,147.856543,460.524213,9.928635,41.14057,430.933247,273.0,368.0,269.0,1081.0,392.0,119.0,649.0,510.0,261.0,592.0,104.0,546.0,1193.0,502.0,579.0,662.0,22.092314,1
240,4370,211.7,127.14,170.47,203.97,406.35,3.6204,9.5691,482.8691,5.0,7.0,3.0,19.0,5.0,1.0,9.0,5.0,1.0,19.0,2.0,13.0,2.0,2.0,6.0,1.0,78.205771,167.364198,117.769506,154.980988,156.236667,971.301681,73.836379,65.467293,1007.172754,267.0,399.0,313.0,768.0,392.0,81.0,1352.0,487.0,284.0,1214.0,80.0,554.0,544.0,347.0,513.0,505.0,30.472438,2
250,4360,204.72,131.96,163.74,197.68,56.2616,1.9584,2.3124,66.2976,7.0,2.0,2.0,1.0,9.0,2.0,17.0,3.0,3.0,7.0,0.0,7.0,15.0,7.0,7.0,11.0,71.915771,174.590988,117.344074,156.558765,163.43963,786.846413,83.876057,67.09988,811.693763,275.0,404.0,300.0,748.0,408.0,79.0,1326.0,489.0,296.0,1161.0,92.0,545.0,574.0,371.0,537.0,495.0,37.675401,2
250,4370,209.18,131.64,167.06,202.11,68.2076,1.2504,3.3764,82.5979,4.0,7.0,4.0,16.0,2.0,1.0,7.0,3.0,5.0,17.0,3.0,7.0,5.0,4.0,10.0,5.0,76.345771,171.062469,118.819753,155.016296,160.29716,869.437085,67.47961,64.434549,902.538733,274.0,412.0,312.0,750.0,386.0,78.0,1312.0,505.0,282.0,1225.0,91.0,551.0,547.0,360.0,499.0,516.0,34.532932,2
260,370,182.73,103.3,155.62,167.86,87.2771,0.41,2.1756,98.7004,4.0,5.0,4.0,16.0,4.0,2.0,8.0,3.0,5.0,12.0,0.0,11.0,8.0,5.0,3.0,10.0,42.095771,179.983333,103.386667,160.248395,164.847654,435.971944,6.577649,39.13188,442.834569,281.0,410.0,285.0,1288.0,375.0,114.0,548.0,510.0,304.0,599.0,79.0,580.0,1114.0,505.0,499.0,609.0,39.083426,1
260,1070,179.13,109.73,150.05,166.39,283.7131,2.3571,5.0675,313.6979,6.0,10.0,5.0,13.0,6.0,0.0,5.0,8.0,6.0,2.0,0.0,5.0,17.0,5.0,5.0,7.0,40.625771,184.493457,106.897531,156.140741,171.407654,1177.927241,19.439624,87.780439,1159.036287,374.0,430.0,358.0,1186.0,385.0,109.0,597.0,439.0,340.0,627.0,79.0,528.0,1195.0,430.0,468.0,555.0,45.643426,1
260,1260,171.96,107.14,148.99,158.06,317.1384,2.9204,16.5899,331.0764,3.0,4.0,3.0,8.0,2.0,3.0,1.0,0.0,9.0,23.0,1.0,4.0,13.0,12.0,5.0,9.0,32.295771,190.000617,105.558889,159.204074,176.390494,701.046049,11.426285,61.226378,727.26986,387.0,395.0,373.0,1035.0,413.0,119.0,765.0,470.0,365.0,714.0,104.0,464.0,1010.0,452.0,503.0,531.0,50.626265,1
260,4360,203.78,131.14,161.98,196.77,46.4516,0.5404,1.6596,54.4971,2.0,0.0,2.0,6.0,7.0,1.0,18.0,8.0,4.0,5.0,3.0,2.0,15.0,4.0,12.0,11.0,71.005771,178.190988,117.89963,156.916543,167.218025,596.6634,83.975975,64.690566,625.01049,283.0,407.0,302.0,714.0,419.0,75.0,1295.0,486.0,296.0,1148.0,92.0,540.0,578.0,397.0,554.0,514.0,41.453796,2
260,4370,204.45,129.33,162.5,197.35,385.6675,2.0811,11.79,439.7275,4.0,5.0,4.0,15.0,6.0,1.0,10.0,4.0,3.0,24.0,0.0,6.0,3.0,4.0,6.0,5.0,71.585771,175.171481,119.373333,155.261975,164.594568,668.873927,65.390499,62.651369,702.17365,284.0,418.0,313.0,724.0,391.0,74.0,1271.0,494.0,282.0,1210.0,92.0,556.0,556.0,389.0,515.0,531.0,38.830339,2
270,4360,202.44,130.87,159.94,195.41,76.6464,0.4931,2.4564,87.8419,1.0,2.0,4.0,7.0,8.0,2.0,18.0,6.0,4.0,15.0,2.0,7.0,8.0,7.0,3.0,6.0,69.645771,180.778148,117.921728,156.945556,169.848765,449.767695,83.407701,67.440616,480.439968,288.0,399.0,308.0,680.0,436.0,73.0,1269.0,489.0,297.0,1124.0,91.0,554.0,600.0,404.0,568.0,520.0,44.084537,2
270,4370,176.21,130.46,153.95,167.98,422.5859,1.3284,30.9275,457.9996,3.0,12.0,3.0,16.0,2.0,0.0,3.0,7.0,3.0,23.0,0.0,20.0,4.0,0.0,1.0,3.0,42.215771,178.234321,119.350988,155.22716,167.699136,509.080896,64.916437,66.160744,542.611333,290.0,408.0,316.0,705.0,410.0,74.0,1243.0,501.0,286.0,1171.0,89.0,567.0,575.0,395.0,534.0,536.0,41.934907,2
280,1020,166.4,106.63,155.86,152.27,1064.48,25.9731,98.5404,1025.2571,3.0,4.0,5.0,29.0,2.0,0.0,9.0,10.0,2.0,4.0,1.0,5.0,14.0,1.0,6.0,5.0,26.505771,190.208765,105.964198,157.561975,176.78321,634.328639,11.832298,62.146406,653.174484,391.0,422.0,353.0,1171.0,356.0,120.0,594.0,468.0,366.0,660.0,88.0,509.0,1139.0,467.0,473.0,523.0,51.018981,1
280,4360,191.33,129.57,157.21,183.52,176.9211,0.5851,0.8059,205.7496,2.0,12.0,3.0,11.0,2.0,1.0,11.0,2.0,2.0,25.0,1.0,12.0,2.0,4.0,4.0,6.0,57.755771,182.069753,117.872593,155.999506,171.220617,390.248838,81.502039,73.322963,419.118612,288.0,407.0,301.0,660.0,440.0,73.0,1211.0,470.0,305.0,1144.0,92.0,559.0,612.0,433.0,589.0,516.0,45.456388,2
290,4350,190.77,127.76,152.93,182.85,95.9371,0.8224,6.3851,112.5475,4.0,8.0,5.0,7.0,4.0,0.0,10.0,6.0,4.0,14.0,4.0,4.0,11.0,5.0,6.0,8.0,57.085771,182.064691,116.61642,155.783086,170.907407,364.875074,87.729039,72.705911,397.246241,287.0,411.0,295.0,600.0,462.0,90.0,1179.0,450.0,312.0,1147.0,103.0,528.0,672.0,456.0,598.0,510.0,45.143179,2
290,4360,195.47,129.33,153.91,188.15,100.4491,0.9411,3.3219,115.4875,3.0,6.0,5.0,2.0,2.0,0.0,25.0,5.0,4.0,12.0,2.0,6.0,9.0,4.0,8.0,7.0,62.385771,182.094444,117.885802,154.593086,171.348642,354.166265,74.635971,74.157384,376.113757,288.0,424.0,299.0,640.0,443.0,83.0,1159.0,461.0,307.0,1210.0,95.0,561.0,609.0,445.0,564.0,512.0,45.584413,2
320,940,199.7,103.06,171.5,185.03,280.41,1.6564,5.45,318.8891,2.0,3.0,11.0,11.0,3.0,1.0,20.0,13.0,3.0,12.0,1.0,5.0,7.0,0.0,3.0,5.0,59.265771,194.353704,104.909136,159.231481,180.727037,501.795264,9.310015,56.988021,526.885368,391.0,446.0,322.0,1156.0,422.0,115.0,555.0,432.0,338.0,630.0,105.0,530.0,1157.0,438.0,471.0,592.0,54.962808,1
340,120,138.75,107.78,155.5,124.19,732.0275,9.0716,87.55,669.9139,5.0,2.0,4.0,37.0,3.0,0.0,14.0,10.0,1.0,3.0,1.0,7.0,2.0,2.0,3.0,6.0,-1.574229,161.517284,102.465185,160.480741,145.343827,706.416368,12.96385,72.160493,659.027832,278.0,407.0,285.0,1363.0,371.0,104.0,583.0,468.0,291.0,535.0,96.0,545.0,1169.0,507.0,501.0,597.0,19.579598,1
350,2310,217.37,130.72,158.55,211.87,83.1731,7.0016,3.4275,100.8731,6.0,7.0,3.0,6.0,6.0,2.0,9.0,8.0,8.0,9.0,2.0,7.0,10.0,9.0,4.0,4.0,86.105771,198.092346,120.743951,149.008642,189.589136,752.318633,130.867525,101.026345,865.594894,365.0,406.0,340.0,784.0,398.0,132.0,743.0,412.0,393.0,952.0,127.0,546.0,877.0,560.0,493.0,572.0,63.824907,2
370,680,193.08,103.11,167.26,178.1,169.4336,2.1579,11.7124,189.25,6.0,7.0,3.0,14.0,5.0,1.0,14.0,4.0,2.0,8.0,1.0,6.0,14.0,8.0,2.0,5.0,52.335771,170.606667,107.578889,154.604321,157.547778,1955.754178,38.982542,117.764549,1834.268952,326.0,444.0,289.0,1205.0,391.0,94.0,647.0,415.0,306.0,701.0,97.0,550.0,1270.0,387.0,476.0,502.0,31.783549,1
400,2230,220.45,127.84,158.62,214.7,294.5275,23.9344,9.2756,338.51,5.0,3.0,5.0,17.0,7.0,0.0,20.0,7.0,4.0,7.0,2.0,1.0,12.0,3.0,4.0,3.0,88.935771,207.222593,123.840988,145.123951,200.616173,954.420453,84.641382,83.875254,1109.270084,357.0,422.0,345.0,969.0,344.0,103.0,736.0,444.0,348.0,929.0,120.0,600.0,845.0,524.0,468.0,546.0,74.851944,2
400,2350,208.11,129.78,154.07,202.0,152.7379,9.2716,3.0251,181.2,4.0,6.0,6.0,14.0,8.0,1.0,11.0,8.0,3.0,5.0,2.0,4.0,7.0,7.0,8.0,6.0,76.235771,186.321605,114.411358,154.051728,175.19284,507.127805,62.516957,16.373744,608.275159,394.0,378.0,373.0,795.0,462.0,125.0,845.0,459.0,412.0,800.0,107.0,506.0,841.0,492.0,580.0,531.0,49.428611,2
410,2350,195.37,128.63,153.12,188.04,181.0331,23.9131,2.2856,218.5384,4.0,2.0,8.0,6.0,2.0,1.0,11.0,4.0,6.0,20.0,1.0,4.0,10.0,8.0,9.0,4.0,62.275771,185.37284,113.443086,154.595926,173.884815,485.002966,59.897872,17.677341,576.180436,388.0,387.0,377.0,780.0,459.0,117.0,868.0,465.0,413.0,819.0,104.0,509.0,829.0,478.0,576.0,531.0,48.120586,2
420,220,183.19,100.41,165.79,166.67,15.4139,0.7619,1.1859,17.5411,5.0,8.0,1.0,9.0,3.0,1.0,2.0,6.0,6.0,8.0,2.0,14.0,7.0,14.0,2.0,12.0,40.905771,168.110864,102.765309,160.362593,152.208519,489.063759,7.660352,35.872848,476.023063,297.0,422.0,280.0,1180.0,402.0,131.0,547.0,493.0,292.0,588.0,85.0,572.0,1220.0,487.0,515.0,589.0,26.44429,1
420,790,139.93,110.14,144.07,126.56,729.8251,12.3204,27.5051,679.8264,4.0,0.0,1.0,9.0,7.0,0.0,2.0,0.0,5.0,10.0,0.0,5.0,38.0,11.0,4.0,4.0,0.795771,185.028395,106.049383,158.471728,171.503086,1004.681169,13.87287,60.365003,1014.070237,388.0,451.0,324.0,1323.0,426.0,115.0,466.0,415.0,301.0,503.0,92.0,518.0,1324.0,439.0,478.0,537.0,45.738858,1
450,540,196.32,102.28,161.65,181.61,58.8776,1.4816,2.6875,67.0179,4.0,4.0,4.0,16.0,5.0,1.0,2.0,7.0,5.0,5.0,2.0,8.0,13.0,3.0,9.0,12.0,55.845771,181.976296,104.332469,161.356296,167.432963,858.51771,11.496254,78.43725,875.983778,338.0,411.0,296.0,1383.0,408.0,104.0,464.0,413.0,341.0,608.0,82.0,501.0,1371.0,435.0,454.0,491.0,41.668734,1
470,740,187.88,106.51,153.22,174.61,471.9856,2.3699,8.8716,502.5379,6.0,6.0,3.0,8.0,3.0,1.0,10.0,5.0,6.0,9.0,1.0,3.0,19.0,7.0,6.0,7.0,48.845771,185.340617,105.811728,158.795802,171.759753,997.571017,11.46369,55.460773,1007.610676,351.0,463.0,311.0,1266.0,435.0,95.0,560.0,423.0,327.0,570.0,92.0,514.0,1283.0,425.0,477.0,508.0,45.995524,1
470,760,197.34,104.48,158.52,183.65,239.7844,3.3096,14.6696,265.4875,3.0,9.0,3.0,18.0,3.0,1.0,10.0,6.0,3.0,6.0,1.0,8.0,8.0,7.0,10.0,4.0,57.885771,183.907407,106.260864,158.323086,170.516914,1180.054143,12.29158,64.596973,1184.2028,370.0,451.0,322.0,1345.0,435.0,95.0,514.0,415.0,305.0,501.0,85.0,514.0,1325.0,424.0,474.0,525.0,44.752685,1
470,1300,194.53,107.24,155.71,181.81,241.6891,4.1824,5.4059,270.6539,4.0,5.0,3.0,8.0,9.0,2.0,13.0,5.0,3.0,3.0,2.0,4.0,18.0,5.0,10.0,6.0,56.045771,192.31642,106.120864,157.064198,179.192222,731.161483,15.048231,47.597113,751.580952,386.0,406.0,333.0,1018.0,425.0,108.0,674.0,405.0,380.0,716.0,120.0,478.0,1140.0,477.0,503.0,531.0,53.427993,1
480,2440,227.65,128.1,159.1,222.73,72.1275,1.91,6.55,85.6171,7.0,7.0,4.0,1.0,8.0,2.0,13.0,7.0,5.0,8.0,3.0,10.0,8.0,8.0,4.0,5.0,96.965771,189.983086,119.627778,150.046914,180.648765,692.096628,88.842562,47.213108,816.604165,358.0,373.0,423.0,894.0,406.0,130.0,870.0,471.0,378.0,733.0,121.0,492.0,895.0,462.0,522.0,572.0,54.884537,2
490,2440,220.87,129.28,159.82,215.32,80.6331,1.1216,4.4876,97.5376,4.0,3.0,3.0,4.0,8.0,0.0,11.0,4.0,7.0,13.0,1.0,6.0,9.0,11.0,8.0,8.0,89.555771,192.081852,119.974691,149.641728,183.005062,691.251202,85.14368,49.464728,809.752197,347.0,387.0,409.0,885.0,403.0,124.0,897.0,479.0,374.0,774.0,117.0,480.0,880.0,473.0,524.0,547.0,57.240833,2
490,2450,218.96,125.88,157.73,212.96,332.4584,4.1256,7.2171,407.0184,6.0,6.0,3.0,30.0,5.0,1.0,3.0,2.0,5.0,7.0,3.0,6.0,7.0,5.0,4.0,7.0,87.195771,194.354938,122.291235,147.75321,186.141975,671.840068,61.003701,42.009588,809.275645,340.0,374.0,404.0,849.0,416.0,123.0,923.0,490.0,369.0,787.0,119.0,472.0,870.0,466.0,535.0,563.0,60.377746,2
500,1320,181.03,106.79,161.14,167.44,1014.5491,9.0459,34.0604,1035.9864,3.0,6.0,7.0,26.0,4.0,1.0,1.0,6.0,1.0,3.0,0.0,4.0,23.0,5.0,5.0,5.0,41.675771,177.985802,107.291481,156.162963,164.614691,1126.192514,19.368989,72.452949,1138.272895,368.0,425.0,359.0,1054.0,414.0,104.0,635.0,438.0,387.0,675.0,109.0,465.0,1189.0,474.0,461.0,543.0,38.850463,1
520,2360,196.02,129.26,161.28,188.57,1107.2396,31.9324,39.7816,1212.7451,6.0,6.0,4.0,25.0,9.0,1.0,12.0,8.0,1.0,1.0,2.0,5.0,3.0,2.0,8.0,7.0,62.805771,176.902346,111.383704,153.318519,164.602716,1312.644661,141.825117,106.331139,1326.112042,408.0,379.0,375.0,923.0,417.0,123.0,751.0,430.0,387.0,827.0,117.0,475.0,956.0,489.0,518.0,525.0,38.838487,2
520,3740,191.27,131.94,158.54,183.72,108.4371,2.3364,0.9884,126.1016,2.0,4.0,4.0,10.0,5.0,2.0,15.0,7.0,5.0,6.0,4.0,2.0,14.0,6.0,8.0,6.0,57.955771,166.53,119.704938,152.748519,155.993457,1127.485396,82.172692,67.768979,1210.744772,292.0,403.0,351.0,785.0,417.0,88.0,1144.0,465.0,363.0,1017.0,93.0,458.0,742.0,450.0,530.0,502.0,30.229228,2
520,3750,198.81,133.66,160.86,191.7,55.2539,3.1644,1.0804,66.27,5.0,4.0,5.0,6.0,4.0,0.0,24.0,12.0,4.0,11.0,1.0,4.0,1.0,7.0,5.0,7.0,65.935771,165.102469,120.07284,152.159506,154.696543,1175.705056,74.073954,62.885175,1257.169149,304.0,411.0,340.0,800.0,404.0,87.0,1141.0,456.0,361.0,1040.0,94.0,468.0,721.0,447.0,522.0,504.0,28.932314,2
520,3760,210.67,133.89,164.17,204.38,62.0211,1.6579,2.7611,73.8156,9.0,2.0,3.0,10.0,3.0,1.0,16.0,10.0,3.0,11.0,0.0,2.0,10.0,10.0,5.0,5.0,78.615771,162.82963,120.231358,151.477778,152.445679,1183.538628,67.676844,58.490988,1276.560876,301.0,407.0,339.0,802.0,403.0,83.0,1188.0,447.0,346.0,1066.0,96.0,474.0,711.0,436.0,504.0,497.0,26.68145,2
