y,x,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,class
1400,590,103.39,110.91,142.44,90.79,192.5979,2.5819,2.2064,170.5259,5.0,7.0,7.0,8.0,6.0,0.0,11.0,8.0,3.0,6.0,2.0,7.0,6.0,2.0,11.0,11.0,-34.974229,149.104198,107.320741,154.329012,135.399136,2015.078773,20.822804,122.563726,1897.216617,360.0,508.0,321.0,1051.0,480.0,119.0,772.0,399.0,313.0,669.0,109.0,533.0,1012.0,382.0,552.0,520.0,9.634907,1
1420,530,170.83,103.66,159.34,155.23,260.1011,1.3444,6.0644,287.0171,5.0,5.0,0.0,5.0,6.0,3.0,11.0,5.0,7.0,21.0,2.0,6.0,7.0,5.0,8.0,4.0,29.465771,138.286173,107.416173,153.558765,124.710864,2203.714154,30.3568,130.478152,1999.727759,345.0,475.0,311.0,905.0,481.0,146.0,832.0,391.0,338.0,769.0,97.0,554.0,959.0,448.0,537.0,512.0,-1.053365,1
1440,370,132.35,104.82,152.83,116.83,526.9275,6.6276,19.0611,495.4211,3.0,6.0,3.0,1.0,4.0,1.0,9.0,2.0,8.0,13.0,0.0,2.0,24.0,10.0,8.0,6.0,-8.934229,158.271605,106.141481,157.02284,143.990741,1589.512157,16.61381,91.971207,1531.843248,339.0,515.0,314.0,1033.0,491.0,130.0,825.0,405.0,310.0,701.0,104.0,545.0,983.0,382.0,538.0,485.0,18.226512,1
1450,840,196.65,107.4,152.66,184.46,544.2075,1.34,3.4444,607.4884,4.0,10.0,3.0,5.0,4.0,0.0,10.0,10.0,4.0,11.0,1.0,9.0,11.0,5.0,6.0,7.0,58.695771,156.167037,110.345556,150.757654,144.695679,3345.89,44.284912,127.190281,3064.92529,388.0,492.0,303.0,933.0,473.0,127.0,676.0,392.0,317.0,774.0,122.0,569.0,1062.0,412.0,516.0,544.0,18.93145,1
1460,560,186.26,101.95,166.97,170.48,274.9324,0.8875,5.2491,308.5296,4.0,5.0,5.0,9.0,7.0,4.0,6.0,6.0,4.0,14.0,1.0,9.0,6.0,4.0,8.0,8.0,44.715771,155.826049,106.731481,156.411852,142.053704,2064.152828,23.937157,110.916798,1929.989091,363.0,515.0,326.0,953.0,457.0,136.0,902.0,395.0,317.0,777.0,117.0,558.0,873.0,406.0,513.0,492.0,16.289475,1
1460,2290,140.03,104.79,156.55,124.31,395.0291,0.9459,2.1475,403.1939,4.0,5.0,4.0,9.0,5.0,1.0,5.0,11.0,7.0,14.0,2.0,4.0,7.0,8.0,4.0,10.0,-1.454229,83.289383,113.943704,139.811235,73.898395,1274.50243,40.368929,80.067948,997.704862,428.0,416.0,408.0,836.0,403.0,138.0,749.0,477.0,417.0,771.0,139.0,474.0,808.0,490.0,460.0,686.0,-51.865834,1
1490,280,161.22,104.27,154.2,145.93,560.7116,1.7571,20.58,581.2851,4.0,6.0,3.0,15.0,6.0,1.0,5.0,1.0,3.0,9.0,0.0,5.0,23.0,7.0,7.0,5.0,20.165771,161.011358,106.298395,156.145062,147.050864,1769.216167,16.632565,76.129204,1705.129759,340.0,465.0,310.0,1029.0,475.0,128.0,745.0,402.0,307.0,769.0,109.0,531.0,1070.0,399.0,542.0,479.0,21.286635,1
1490,1050,87.26,115.13,140.72,77.76,1012.2924,17.2531,24.8016,885.0424,7.0,9.0,5.0,15.0,3.0,1.0,7.0,5.0,3.0,14.0,1.0,10.0,5.0,3.0,3.0,9.0,-48.004229,157.843457,106.962469,156.345556,144.469753,2495.19105,33.121307,111.412073,2355.007357,370.0,483.0,354.0,920.0,521.0,128.0,799.0,390.0,316.0,841.0,112.0,531.0,894.0,386.0,504.0,551.0,18.705524,1
1510,400,187.64,105.26,152.71,173.99,466.3904,2.5724,6.2859,496.9299,4.0,7.0,5.0,5.0,5.0,2.0,12.0,6.0,2.0,22.0,1.0,8.0,8.0,3.0,2.0,8.0,48.225771,160.108519,107.286049,153.984691,146.542346,1764.599952,16.063484,87.593099,1698.59512,338.0,478.0,319.0,961.0,502.0,146.0,821.0,413.0,303.0,793.0,125.0,529.0,972.0,391.0,504.0,505.0,20.778117,1
1530,1480,183.96,105.87,160.09,170.23,969.0184,6.6731,35.5819,1048.0371,5.0,7.0,7.0,2.0,6.0,1.0,7.0,2.0,4.0,19.0,2.0,6.0,14.0,9.0,4.0,5.0,44.465771,138.987778,109.223333,151.760617,126.322716,2673.740962,45.363332,167.41393,2483.485484,435.0,497.0,376.0,911.0,477.0,112.0,700.0,415.0,372.0,730.0,116.0,523.0,922.0,416.0,480.0,618.0,0.558487,1
1530,2190,90.39,118.05,137.42,81.41,825.2579,14.8275,11.9436,714.2819,6.0,3.0,6.0,19.0,7.0,1.0,8.0,6.0,2.0,8.0,2.0,3.0,8.0,4.0,11.0,6.0,-44.354229,99.748395,115.029753,142.285802,90.215556,2236.709534,55.640226,105.790539,1834.180202,469.0,495.0,374.0,822.0,416.0,141.0,596.0,376.0,418.0,857.0,129.0,541.0,818.0,460.0,458.0,730.0,-35.548673,1
1530,4030,196.84,119.49,162.71,186.88,185.8144,51.5499,15.9259,209.7056,4.0,8.0,5.0,11.0,2.0,4.0,9.0,5.0,4.0,10.0,0.0,7.0,11.0,6.0,9.0,5.0,61.115771,134.433333,123.250494,146.414815,125.213457,1824.366543,50.145278,67.755336,1755.461967,311.0,442.0,302.0,712.0,479.0,111.0,774.0,371.0,374.0,974.0,97.0,488.0,1011.0,525.0,569.0,560.0,-0.550772,2
1540,4010,143.28,122.17,152.47,132.75,663.8216,24.6611,2.9291,649.3475,3.0,4.0,3.0,6.0,8.0,1.0,12.0,5.0,2.0,3.0,1.0,6.0,22.0,5.0,10.0,9.0,6.985771,123.598025,123.457654,145.553333,114.831235,2128.558663,50.992157,93.853575,1989.584728,323.0,467.0,296.0,718.0,430.0,122.0,744.0,367.0,377.0,1020.0,104.0,554.0,970.0,535.0,517.0,556.0,-10.932994,2
1540,4020,184.2,108.78,158.29,171.09,333.0,25.6716,8.0259,354.1619,3.0,8.0,6.0,4.0,5.0,1.0,16.0,4.0,4.0,15.0,2.0,4.0,10.0,5.0,7.0,6.0,45.325771,123.261728,123.665309,145.024815,114.637407,2154.570758,41.518969,81.001236,2021.085687,322.0,464.0,295.0,723.0,436.0,119.0,746.0,373.0,378.0,1010.0,106.0,543.0,956.0,542.0,529.0,558.0,-11.126821,2
1550,950,182.68,104.05,162.43,167.78,298.8976,1.7475,5.5451,342.9316,5.0,5.0,6.0,14.0,9.0,2.0,12.0,8.0,3.0,2.0,2.0,8.0,8.0,1.0,9.0,6.0,42.015771,132.166049,111.805926,149.68037,121.674815,4327.625884,85.207027,201.392034,3767.119934,384.0,471.0,326.0,912.0,466.0,109.0,811.0,453.0,307.0,740.0,118.0,516.0,892.0,404.0,571.0,620.0,-4.089414,1
1550,4000,185.6,130.77,155.08,177.92,390.14,1.0371,4.0136,440.4536,5.0,6.0,5.0,21.0,3.0,3.0,15.0,6.0,3.0,4.0,1.0,3.0,4.0,7.0,7.0,7.0,52.155771,116.45037,122.156914,145.281975,107.56716,2147.943339,62.094267,103.943947,1987.420304,331.0,473.0,306.0,769.0,413.0,128.0,723.0,384.0,377.0,978.0,106.0,576.0,918.0,503.0,529.0,586.0,-18.197068,2
1550,4010,149.05,125.81,153.68,139.14,528.6475,12.2539,8.3776,562.7004,4.0,10.0,7.0,14.0,3.0,1.0,10.0,6.0,3.0,19.0,0.0,8.0,1.0,7.0,2.0,5.0,13.375771,114.93963,123.047778,144.541111,106.475432,2228.532034,46.399569,93.778927,2066.184211,317.0,457.0,298.0,743.0,430.0,122.0,735.0,376.0,377.0,985.0,106.0,567.0,946.0,524.0,541.0,576.0,-19.288797,2
1560,3980,182.36,130.52,151.53,174.51,214.3904,1.0096,8.0891,234.6899,5.0,7.0,8.0,4.0,4.0,1.0,20.0,11.0,3.0,7.0,1.0,8.0,9.0,3.0,4.0,5.0,48.745771,115.366173,120.83284,144.995309,105.9,1791.833325,77.677983,82.842941,1648.234198,325.0,493.0,323.0,885.0,447.0,125.0,776.0,400.0,343.0,863.0,102.0,575.0,881.0,446.0,520.0,596.0,-19.864229,2
1560,3990,183.48,128.22,155.8,175.2,479.3296,5.5716,7.8,553.36,5.0,2.0,2.0,9.0,6.0,1.0,8.0,3.0,6.0,18.0,0.0,1.0,16.0,9.0,7.0,7.0,49.435771,113.188889,121.138642,144.620494,104.008272,1934.50358,71.68905,90.710296,1796.654376,328.0,497.0,316.0,850.0,423.0,132.0,754.0,399.0,365.0,896.0,102.0,585.0,873.0,453.0,523.0,604.0,-21.755957,2
1600,2590,122.55,105.73,151.53,107.55,678.6275,8.5371,48.9291,626.1075,4.0,7.0,4.0,13.0,3.0,0.0,10.0,8.0,6.0,9.0,0.0,5.0,13.0,5.0,6.0,7.0,-18.214229,118.014198,108.011358,150.073827,105.085802,2145.250292,36.793945,114.101216,1823.340663,377.0,440.0,383.0,838.0,473.0,129.0,873.0,401.0,357.0,832.0,116.0,512.0,904.0,416.0,537.0,512.0,-20.678426,1
1610,3770,180.69,131.31,162.66,171.83,134.1939,3.2539,7.7844,152.9811,2.0,9.0,2.0,13.0,6.0,0.0,16.0,3.0,3.0,10.0,2.0,6.0,5.0,6.0,10.0,7.0,46.065771,173.919259,111.587407,153.590864,161.517778,1142.300395,106.657916,88.249151,1141.173388,354.0,446.0,345.0,897.0,478.0,125.0,866.0,431.0,331.0,787.0,123.0,489.0,941.0,417.0,544.0,526.0,35.753549,2
1620,3770,208.67,117.41,164.31,198.93,179.2211,93.4819,9.2339,208.9051,4.0,5.0,3.0,14.0,14.0,0.0,7.0,6.0,2.0,4.0,2.0,9.0,12.0,7.0,7.0,4.0,73.165771,174.927284,112.097037,152.88642,162.633086,972.41533,109.755769,83.562161,981.205128,353.0,452.0,350.0,943.0,482.0,115.0,837.0,436.0,328.0,768.0,116.0,503.0,927.0,416.0,538.0,536.0,36.868858,2
1650,280,225.64,127.71,162.75,220.08,109.2504,3.5059,9.0275,128.8136,5.0,5.0,7.0,15.0,3.0,2.0,6.0,6.0,3.0,6.0,1.0,6.0,19.0,3.0,6.0,7.0,94.315771,154.558395,114.597901,153.496543,143.505185,2888.961158,92.761156,112.220605,2862.532689,312.0,517.0,285.0,892.0,484.0,116.0,853.0,379.0,299.0,870.0,104.0,546.0,1022.0,387.0,560.0,474.0,17.740956,2
1650,290,219.52,128.03,161.41,213.59,279.0496,4.7891,8.6219,319.8419,1.0,6.0,4.0,16.0,8.0,2.0,13.0,10.0,2.0,3.0,2.0,9.0,6.0,3.0,7.0,8.0,87.825771,156.109877,115.09037,153.660494,145.15642,2802.573359,93.322944,111.137575,2788.78257,314.0,513.0,291.0,887.0,490.0,121.0,870.0,381.0,292.0,856.0,101.0,560.0,1019.0,379.0,539.0,487.0,19.392191,2
1650,300,220.73,128.27,159.97,215.01,225.0971,6.2771,5.6491,266.1699,5.0,6.0,0.0,13.0,11.0,1.0,8.0,6.0,0.0,5.0,2.0,7.0,15.0,6.0,12.0,3.0,89.245771,157.62679,115.171975,153.618272,146.787407,2839.335406,91.180424,111.885641,2812.656039,322.0,537.0,292.0,901.0,469.0,125.0,879.0,391.0,286.0,869.0,107.0,562.0,978.0,366.0,535.0,481.0,21.023179,2
1650,310,218.67,128.33,156.7,213.05,257.3011,8.2211,6.47,300.9275,5.0,11.0,3.0,15.0,4.0,3.0,2.0,3.0,5.0,8.0,2.0,9.0,15.0,3.0,4.0,8.0,87.285771,159.197037,114.765432,153.745432,148.242222,2740.028831,89.921274,107.135442,2703.06676,321.0,523.0,285.0,903.0,485.0,130.0,905.0,383.0,295.0,872.0,106.0,555.0,931.0,379.0,544.0,483.0,22.477993,2
1650,750,158.38,108.96,148.79,145.51,1766.0356,12.9784,14.0859,1762.7499,3.0,3.0,0.0,37.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,6.0,16.0,5.0,6.0,6.0,19.745771,180.186914,106.022469,156.868519,166.697654,1364.143829,10.834063,52.91691,1380.370439,378.0,493.0,306.0,921.0,497.0,147.0,738.0,405.0,332.0,764.0,132.0,537.0,992.0,426.0,532.0,500.0,40.933426,1
1650,2360,139.22,104.29,153.71,123.47,669.8516,5.2459,24.4659,677.8491,5.0,5.0,4.0,11.0,5.0,3.0,5.0,3.0,5.0,14.0,2.0,8.0,8.0,8.0,8.0,6.0,-2.294229,131.016543,106.42642,152.83963,117.062593,2018.072566,36.917425,110.189713,1763.519909,568.0,470.0,390.0,785.0,445.0,155.0,670.0,419.0,390.0,786.0,158.0,503.0,726.0,434.0,507.0,694.0,-8.701636,1
1650,4000,166.94,127.22,156.14,157.62,404.0564,4.5116,1.9404,433.8956,4.0,7.0,2.0,7.0,3.0,0.0,15.0,4.0,9.0,22.0,0.0,9.0,4.0,4.0,3.0,7.0,31.855771,117.305802,114.174691,147.971975,105.795432,1587.225868,74.348619,61.495387,1448.800251,322.0,425.0,338.0,978.0,456.0,109.0,758.0,434.0,336.0,883.0,109.0,547.0,946.0,413.0,521.0,525.0,-19.968797,2
1660,290,177.28,130.21,164.36,169.07,2257.3816,9.4059,34.8104,2405.8251,3.0,4.0,0.0,4.0,6.0,0.0,9.0,1.0,5.0,13.0,0.0,1.0,30.0,7.0,11.0,6.0,43.305771,150.315062,115.638889,152.877778,139.562593,2964.735304,86.636142,120.295679,2947.824601,314.0,491.0,297.0,893.0,490.0,130.0,887.0,398.0,300.0,826.0,106.0,555.0,1021.0,367.0,541.0,484.0,13.798364,2
1660,300,226.87,126.02,161.92,221.34,346.7931,11.6396,18.0336,403.8044,5.0,5.0,1.0,11.0,9.0,0.0,13.0,5.0,6.0,9.0,0.0,7.0,16.0,5.0,3.0,5.0,95.575771,153.206173,115.666914,153.054321,142.537284,2970.616505,85.10214,119.858531,2940.19182,319.0,518.0,299.0,897.0,474.0,137.0,900.0,405.0,295.0,821.0,112.0,553.0,988.0,361.0,536.0,485.0,16.773055,2
1660,310,202.02,127.75,154.07,195.34,731.5996,5.2475,17.9251,839.6644,2.0,10.0,2.0,6.0,2.0,2.0,17.0,0.0,4.0,31.0,2.0,9.0,1.0,4.0,2.0,6.0,69.575771,156.203457,115.122963,153.388025,145.334198,2791.286013,85.636238,111.581165,2754.909176,320.0,503.0,291.0,909.0,493.0,141.0,936.0,396.0,297.0,821.0,110.0,549.0,930.0,364.0,548.0,492.0,19.569969,2
1660,320,147.67,128.44,149.19,138.96,1134.3611,2.9464,9.9339,1160.2184,5.0,5.0,1.0,3.0,6.0,2.0,9.0,2.0,3.0,20.0,1.0,7.0,11.0,10.0,9.0,6.0,13.195771,160.708519,113.885309,154.247654,149.380741,2481.821335,87.19092,104.882124,2443.089111,329.0,495.0,296.0,924.0,494.0,146.0,930.0,397.0,303.0,828.0,107.0,531.0,903.0,371.0,556.0,490.0,23.616512,2
1660,4000,147.94,122.02,157.82,137.18,961.9164,22.8396,7.6076,1035.1676,4.0,7.0,5.0,13.0,2.0,1.0,4.0,1.0,6.0,28.0,0.0,14.0,4.0,5.0,0.0,6.0,11.415771,116.980617,113.65679,149.059753,105.271481,1559.026414,72.688874,58.723837,1426.937532,328.0,447.0,337.0,903.0,462.0,106.0,786.0,437.0,336.0,908.0,117.0,547.0,894.0,416.0,543.0,533.0,-20.492747,2
1680,3060,167.75,127.06,156.19,158.7,929.9275,4.6164,18.7539,1006.57,5.0,7.0,6.0,12.0,2.0,2.0,20.0,12.0,1.0,4.0,2.0,6.0,8.0,0.0,8.0,5.0,32.935771,117.745556,114.994198,150.621975,106.556173,1841.368468,63.217868,85.922283,1668.960425,407.0,433.0,383.0,864.0,476.0,132.0,871.0,444.0,368.0,743.0,118.0,516.0,858.0,417.0,527.0,543.0,-19.208056,2
1690,1830,134.41,103.82,156.96,118.89,1433.3819,4.1876,27.5784,1374.5579,6.0,3.0,5.0,8.0,8.0,3.0,7.0,6.0,4.0,2.0,2.0,2.0,23.0,6.0,9.0,6.0,-6.874229,150.48358,105.977654,157.712593,136.778889,2912.505286,37.908019,181.905545,2697.639628,463.0,487.0,349.0,821.0,476.0,132.0,805.0,402.0,389.0,780.0,129.0,505.0,802.0,438.0,519.0,603.0,11.01466,1
1690,2580,88.61,108.87,144.89,76.63,704.9579,7.2931,15.3579,584.2331,5.0,4.0,5.0,10.0,12.0,0.0,13.0,7.0,4.0,3.0,1.0,4.0,11.0,2.0,13.0,6.0,-49.134229,89.655679,111.118765,143.548025,79.242099,1866.72206,45.456265,99.990657,1473.985709,421.0,513.0,335.0,796.0,512.0,125.0,806.0,386.0,355.0,739.0,130.0,536.0,810.0,441.0,565.0,630.0,-46.52213,1
1690,3060,183.45,128.93,162.07,174.66,427.3475,1.4651,2.6851,470.2844,4.0,6.0,3.0,8.0,6.0,4.0,6.0,5.0,4.0,12.0,4.0,7.0,14.0,5.0,7.0,5.0,48.895771,119.730741,115.11358,151.185432,108.425432,1752.22787,66.972038,78.652775,1587.092588,422.0,436.0,365.0,841.0,463.0,130.0,849.0,438.0,374.0,773.0,126.0,516.0,869.0,435.0,524.0,539.0,-17.338797,2
1700,2790,42.09,120.16,129.21,38.87,78.8219,0.6344,0.8859,54.1331,7.0,4.0,3.0,12.0,6.0,0.0,12.0,6.0,1.0,4.0,2.0,4.0,13.0,7.0,7.0,12.0,-86.894229,81.846173,112.921605,141.752469,72.870247,2145.265473,63.842867,161.506012,1648.101312,433.0,497.0,374.0,776.0,494.0,138.0,710.0,441.0,350.0,632.0,139.0,550.0,877.0,410.0,564.0,715.0,-52.893982,1
1700,3060,177.54,126.83,159.71,168.54,919.5284,5.7611,9.4859,988.6284,8.0,6.0,6.0,10.0,5.0,0.0,12.0,8.0,3.0,9.0,1.0,8.0,4.0,6.0,11.0,3.0,42.775771,120.009259,115.352469,151.2,108.693827,1660.200532,67.002803,71.646667,1509.534653,433.0,449.0,356.0,859.0,455.0,127.0,797.0,418.0,376.0,780.0,136.0,506.0,911.0,445.0,511.0,541.0,-17.070402,2
1700,3070,173.74,123.75,161.1,163.64,548.0724,7.8675,2.01,602.3904,7.0,9.0,3.0,10.0,7.0,3.0,7.0,5.0,5.0,10.0,4.0,7.0,9.0,3.0,6.0,5.0,37.875771,116.79,115.451235,150.385185,105.669259,1697.795283,65.207869,72.187188,1541.994685,411.0,460.0,338.0,861.0,470.0,130.0,796.0,399.0,382.0,799.0,130.0,521.0,902.0,445.0,511.0,545.0,-20.09497,2
1710,2780,65.34,115.89,135.5,57.71,201.3044,4.4179,6.41,154.7859,4.0,6.0,4.0,4.0,12.0,3.0,9.0,7.0,3.0,5.0,2.0,6.0,14.0,4.0,10.0,7.0,-68.054229,82.771111,112.854321,141.962099,73.725432,2175.670079,60.230136,161.220415,1684.292761,436.0,535.0,400.0,819.0,479.0,130.0,749.0,470.0,338.0,645.0,134.0,554.0,779.0,378.0,554.0,700.0,-52.038797,1
1720,2220,169.8,102.65,164.41,153.99,820.1,3.3475,6.8019,872.1899,6.0,4.0,4.0,22.0,9.0,1.0,4.0,6.0,4.0,3.0,1.0,5.0,10.0,1.0,7.0,13.0,28.225771,147.856914,105.118395,157.127901,133.397901,2131.234958,25.040674,97.375246,1974.350193,612.0,457.0,350.0,862.0,452.0,142.0,661.0,430.0,356.0,698.0,151.0,483.0,861.0,406.0,485.0,694.0,7.633672,1
1730,1020,175.11,103.94,156.86,160.19,640.9979,2.0964,8.2804,697.6339,7.0,6.0,1.0,18.0,6.0,3.0,4.0,1.0,5.0,11.0,1.0,21.0,7.0,4.0,1.0,4.0,34.425771,162.095432,105.561605,158.352716,148.089012,2199.397683,21.187192,107.235221,2113.200101,424.0,520.0,328.0,931.0,436.0,126.0,825.0,404.0,304.0,822.0,110.0,587.0,879.0,403.0,498.0,503.0,22.324784,1
1730,1180,109.55,110.8,150.92,97.91,2174.8875,35.88,73.8136,1905.2819,3.0,6.0,2.0,7.0,7.0,2.0,2.0,1.0,8.0,16.0,2.0,7.0,21.0,5.0,5.0,6.0,-27.854229,153.886543,106.465802,156.811975,140.419012,2788.474412,31.862658,125.485017,2651.070108,395.0,486.0,340.0,973.0,483.0,121.0,884.0,444.0,299.0,754.0,106.0,566.0,857.0,359.0,510.0,523.0,14.654784,1
1740,2390,175.46,100.04,166.88,158.58,557.1484,0.7384,3.7456,626.2036,11.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,7.0,9.0,2.0,10.0,4.0,6.0,5.0,8.0,32.815771,107.550741,108.587284,149.720494,95.673704,2831.474339,53.63053,179.317432,2350.515383,552.0,439.0,409.0,790.0,470.0,175.0,751.0,422.0,390.0,646.0,151.0,471.0,800.0,405.0,479.0,750.0,-30.090525,1
1740,2470,108.84,106.11,153.66,94.28,447.0744,2.8579,8.4444,417.5216,7.0,5.0,4.0,19.0,7.0,1.0,6.0,2.0,4.0,8.0,2.0,9.0,7.0,8.0,4.0,7.0,-31.484229,108.110247,107.41642,150.843704,95.510741,2478.388957,60.681286,148.340016,2013.832354,532.0,492.0,364.0,775.0,482.0,151.0,722.0,404.0,395.0,727.0,126.0,543.0,762.0,443.0,519.0,663.0,-30.253488,1
1740,3860,180.86,122.76,167.71,170.14,615.4404,47.9824,7.6859,758.8804,2.0,6.0,1.0,12.0,1.0,3.0,3.0,2.0,8.0,30.0,1.0,7.0,5.0,11.0,4.0,4.0,44.375771,142.06284,112.030864,152.899012,129.113704,1374.688273,94.365961,57.514987,1329.302504,354.0,383.0,344.0,774.0,477.0,130.0,944.0,408.0,353.0,911.0,111.0,452.0,943.0,467.0,573.0,476.0,3.349475,2
1750,2400,146.97,103.57,156.72,131.05,720.2491,3.2051,13.6016,733.5875,8.0,5.0,5.0,11.0,8.0,1.0,12.0,4.0,5.0,8.0,1.0,5.0,10.0,4.0,4.0,9.0,5.285771,112.30679,107.761111,151.344198,99.915926,2876.153658,56.467253,181.679306,2387.401697,581.0,415.0,404.0,809.0,472.0,174.0,735.0,404.0,383.0,642.0,141.0,478.0,822.0,413.0,485.0,742.0,-25.848303,1
1750,3680,175.61,129.63,160.48,166.58,408.2579,2.8931,8.7496,452.3436,3.0,5.0,4.0,12.0,4.0,2.0,20.0,4.0,2.0,5.0,3.0,3.0,12.0,4.0,8.0,9.0,40.815771,148.312099,113.831358,152.683333,135.921235,1456.706298,127.722177,79.365772,1402.460957,358.0,468.0,362.0,850.0,426.0,138.0,845.0,419.0,327.0,947.0,134.0,536.0,823.0,414.0,533.0,520.0,10.157006,2
1750,3690,198.28,132.01,165.02,190.5,107.4016,2.1899,3.3196,123.17,12.0,3.0,4.0,11.0,5.0,4.0,10.0,5.0,0.0,7.0,2.0,4.0,12.0,4.0,8.0,9.0,64.735771,145.57963,114.119012,152.108025,133.360988,1564.868844,120.676453,70.51117,1505.071169,350.0,454.0,354.0,828.0,443.0,130.0,857.0,433.0,330.0,943.0,133.0,514.0,854.0,413.0,550.0,514.0,7.596759,2
1750,3700,180.53,121.96,165.24,169.91,532.8091,48.7584,12.2024,634.4619,4.0,13.0,2.0,2.0,5.0,3.0,8.0,3.0,5.0,18.0,5.0,5.0,8.0,7.0,6.0,6.0,44.145771,144.799877,114.131111,151.980247,132.707778,1721.085753,116.940094,72.098622,1653.46189,342.0,449.0,346.0,829.0,453.0,132.0,841.0,438.0,333.0,908.0,138.0,504.0,908.0,415.0,556.0,508.0,6.943549,2
1750,3840,157.75,126.82,157.47,147.71,255.9475,1.9876,9.6891,276.5059,6.0,6.0,7.0,6.0,4.0,1.0,12.0,2.0,4.0,19.0,1.0,0.0,10.0,7.0,9.0,6.0,21.945771,129.802099,113.945185,150.174198,117.678025,1624.297996,113.460452,81.085087,1507.289912,350.0,395.0,333.0,840.0,475.0,129.0,827.0,414.0,361.0,812.0,105.0,481.0,1034.0,480.0,573.0,491.0,-8.086204,2
1750,4540,161.56,125.34,149.91,151.96,196.8664,1.0444,2.0819,220.5584,5.0,6.0,6.0,6.0,10.0,0.0,18.0,3.0,3.0,12.0,1.0,3.0,9.0,3.0,8.0,7.0,26.195771,111.569383,117.414691,146.464321,101.327037,1545.027161,44.321735,52.803789,1419.613417,266.0,408.0,279.0,819.0,475.0,125.0,796.0,408.0,349.0,902.0,92.0,526.0,1034.0,490.0,623.0,508.0,-24.437192,2
1750,4550,171.77,127.52,151.49,163.01,146.4771,0.9296,2.8499,161.2099,4.0,8.0,4.0,6.0,11.0,2.0,15.0,5.0,1.0,3.0,2.0,2.0,10.0,3.0,14.0,10.0,37.245771,114.390864,116.823704,147.100494,103.809753,1514.015867,49.978055,55.215086,1388.586399,266.0,432.0,281.0,834.0,459.0,119.0,788.0,379.0,351.0,893.0,91.0,546.0,1058.0,488.0,623.0,492.0,-21.954476,2
1760,3560,123.51,114.62,156.49,112.72,3329.8699,45.4956,94.6899,3057.1216,2.0,6.0,2.0,9.0,4.0,3.0,6.0,3.0,5.0,20.0,2.0,6.0,14.0,8.0,4.0,6.0,-13.044229,130.758519,108.267037,151.87,118.325185,3279.902674,67.448815,147.814335,2832.922897,351.0,435.0,310.0,825.0,471.0,131.0,765.0,375.0,408.0,860.0,129.0,493.0,967.0,476.0,548.0,556.0,-7.439044,2
1770,510,179.87,109.52,151.67,167.5,924.6931,1.4696,27.4011,1017.27,3.0,5.0,8.0,18.0,3.0,2.0,7.0,6.0,5.0,11.0,2.0,15.0,6.0,1.0,3.0,5.0,41.735771,143.669753,110.869383,150.517778,131.889877,2885.247357,21.458495,106.444746,2717.83849,357.0,485.0,332.0,859.0,475.0,101.0,877.0,415.0,326.0,930.0,103.0,570.0,879.0,397.0,501.0,493.0,6.125648,1
1770,600,161.0,106.84,160.16,147.07,1845.06,3.3544,81.1544,1805.8451,2.0,6.0,7.0,14.0,7.0,1.0,19.0,8.0,3.0,6.0,2.0,3.0,5.0,2.0,7.0,8.0,21.305771,158.816543,107.689136,155.100864,145.849877,2550.263628,24.583363,106.941555,2400.692031,368.0,474.0,309.0,883.0,483.0,121.0,896.0,386.0,340.0,904.0,106.0,517.0,834.0,423.0,539.0,517.0,20.085648,1
1770,1010,88.42,111.09,144.71,77.07,595.8636,5.0219,11.6659,501.9451,2.0,9.0,0.0,29.0,1.0,0.0,1.0,4.0,3.0,11.0,0.0,8.0,20.0,6.0,3.0,3.0,-48.694229,138.610494,108.746543,152.956543,126.152716,3121.252606,33.330698,145.572926,2885.570382,387.0,492.0,325.0,942.0,447.0,114.0,716.0,386.0,351.0,850.0,100.0,543.0,989.0,418.0,506.0,534.0,0.388487,1
1780,440,206.41,104.24,168.87,192.87,219.2219,2.4424,12.9131,248.4331,7.0,5.0,2.0,5.0,7.0,2.0,11.0,3.0,4.0,16.0,1.0,6.0,10.0,7.0,8.0,6.0,67.105771,169.414938,107.05642,157.546543,156.149012,2087.498073,17.299656,103.268821,2036.865079,377.0,496.0,315.0,957.0,467.0,129.0,838.0,400.0,301.0,842.0,101.0,583.0,850.0,396.0,530.0,518.0,30.384784,1
1780,2600,160.34,102.15,162.01,143.72,373.8244,0.7475,4.3099,398.6216,6.0,9.0,3.0,8.0,4.0,1.0,16.0,4.0,5.0,14.0,3.0,8.0,5.0,6.0,2.0,6.0,17.955771,107.96716,108.31963,149.351481,95.588765,2227.823366,45.04117,141.339794,1826.620639,414.0,497.0,333.0,864.0,520.0,112.0,837.0,412.0,325.0,804.0,125.0,520.0,806.0,384.0,598.0,549.0,-30.175463,1
