y,x,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,class
1230,1070,194.87,107.35,159.76,182.5,1155.5731,2.6675,5.9424,1245.19,7.0,4.0,1.0,10.0,9.0,0.0,6.0,6.0,3.0,9.0,2.0,7.0,18.0,6.0,7.0,5.0,56.735771,163.045802,108.158148,156.493333,150.331481,2796.896791,50.646224,129.651437,2641.946046,408.0,450.0,317.0,1004.0,485.0,117.0,751.0,399.0,323.0,676.0,102.0,506.0,1063.0,411.0,530.0,558.0,24.567253,1
1230,1100,197.29,104.14,159.56,183.54,291.9059,1.9404,3.9864,339.1084,7.0,5.0,2.0,8.0,7.0,3.0,5.0,4.0,6.0,13.0,3.0,6.0,12.0,10.0,5.0,4.0,57.775771,170.749753,106.345679,158.03358,157.271852,2107.350093,19.79458,103.423564,2077.410294,409.0,486.0,302.0,1017.0,435.0,125.0,729.0,382.0,326.0,788.0,100.0,556.0,1016.0,419.0,477.0,533.0,31.507623,1
1230,1140,140.72,110.89,150.23,127.49,679.5216,6.9579,26.9771,646.9699,6.0,6.0,7.0,18.0,5.0,0.0,7.0,6.0,1.0,8.0,2.0,6.0,5.0,7.0,9.0,7.0,1.725771,170.602099,105.253951,159.118025,156.572469,1928.312662,26.930941,109.128786,1866.289686,407.0,462.0,304.0,1006.0,460.0,131.0,707.0,373.0,356.0,807.0,108.0,554.0,1012.0,415.0,477.0,521.0,30.80824,1
1230,2600,132.01,107.69,151.21,117.71,808.6099,18.8139,77.0059,695.3659,8.0,4.0,7.0,14.0,10.0,2.0,16.0,6.0,1.0,4.0,3.0,6.0,8.0,0.0,5.0,6.0,-8.054229,105.193333,110.523827,145.764938,93.666543,2050.445585,49.008938,129.837339,1666.068683,411.0,415.0,409.0,764.0,479.0,136.0,871.0,473.0,375.0,735.0,144.0,467.0,794.0,475.0,538.0,614.0,-32.097686,1
1230,2610,98.28,109.82,146.46,85.96,1000.4416,32.9476,101.2484,842.9184,6.0,9.0,7.0,10.0,7.0,0.0,16.0,8.0,0.0,3.0,3.0,2.0,7.0,3.0,9.0,10.0,-39.804229,110.111358,109.907284,146.873951,98.205309,2152.979945,47.816219,132.575593,1767.31649,417.0,421.0,408.0,771.0,474.0,137.0,880.0,474.0,370.0,732.0,139.0,479.0,783.0,472.0,527.0,616.0,-27.55892,1
1230,2620,121.83,106.59,151.64,107.22,641.3011,6.9219,29.9904,567.8516,3.0,4.0,9.0,12.0,7.0,0.0,13.0,8.0,5.0,4.0,1.0,2.0,10.0,7.0,10.0,5.0,-18.544229,116.448148,109.09358,148.274321,103.939259,2074.963361,43.121366,123.704501,1727.121743,425.0,405.0,413.0,767.0,491.0,131.0,893.0,460.0,370.0,700.0,133.0,474.0,826.0,467.0,544.0,601.0,-21.82497,1
1230,2730,140.69,104.72,153.6,125.34,855.2339,5.0016,20.84,805.0244,3.0,2.0,2.0,6.0,11.0,1.0,9.0,1.0,8.0,13.0,1.0,3.0,16.0,7.0,10.0,7.0,-0.424229,128.14642,109.254691,148.534444,115.418765,2043.317327,36.228589,92.082641,1764.274265,401.0,448.0,345.0,739.0,427.0,128.0,720.0,395.0,474.0,976.0,118.0,507.0,838.0,541.0,482.0,561.0,-10.345463,1
1230,3010,125.88,107.01,150.94,111.17,269.4656,0.9299,3.0764,260.5611,6.0,3.0,6.0,11.0,7.0,1.0,12.0,6.0,5.0,13.0,2.0,6.0,4.0,3.0,6.0,9.0,-14.594229,103.441852,110.423086,146.488642,92.04284,2141.105631,51.251245,128.30913,1723.648165,365.0,428.0,373.0,778.0,476.0,119.0,873.0,425.0,366.0,873.0,137.0,518.0,800.0,459.0,535.0,575.0,-33.721389,1
1230,3040,153.86,103.92,158.85,137.8,219.9004,1.5736,2.4075,239.6,8.0,4.0,3.0,8.0,5.0,1.0,6.0,2.0,8.0,11.0,4.0,9.0,10.0,9.0,4.0,8.0,12.035771,95.840247,111.355802,144.543827,85.108519,1923.223121,39.016861,107.943141,1555.005878,351.0,428.0,360.0,776.0,460.0,126.0,895.0,401.0,399.0,970.0,131.0,515.0,728.0,467.0,522.0,571.0,-40.65571,1
1230,3170,136.04,104.16,155.66,120.21,574.3384,2.4944,14.0044,565.6259,3.0,8.0,2.0,11.0,6.0,0.0,12.0,2.0,3.0,27.0,0.0,5.0,2.0,7.0,7.0,5.0,-5.554229,107.552469,109.57679,147.241852,95.594198,2075.63021,44.178177,125.904347,1692.412732,374.0,431.0,357.0,811.0,445.0,102.0,895.0,444.0,363.0,901.0,75.0,524.0,802.0,458.0,554.0,564.0,-30.170031,1
1230,3240,65.63,118.31,134.03,59.18,711.9931,18.8739,20.4891,497.5476,3.0,1.0,7.0,11.0,8.0,0.0,33.0,6.0,4.0,2.0,0.0,6.0,7.0,4.0,5.0,3.0,-66.584229,98.939383,110.713951,145.559753,87.979877,2224.496202,48.855336,133.698281,1795.696262,369.0,385.0,351.0,795.0,460.0,104.0,974.0,435.0,349.0,848.0,103.0,476.0,835.0,448.0,583.0,585.0,-37.784352,1
1230,3510,165.52,105.9,156.84,150.58,206.1296,0.75,3.4144,224.5636,5.0,4.0,4.0,9.0,5.0,2.0,10.0,9.0,6.0,12.0,2.0,2.0,12.0,7.0,8.0,3.0,24.815771,104.648148,111.014691,144.410864,93.238765,1812.766571,29.4525,79.958598,1507.08225,327.0,408.0,331.0,758.0,478.0,126.0,996.0,421.0,345.0,922.0,109.0,478.0,835.0,465.0,595.0,506.0,-32.525463,1
1230,3570,87.04,116.8,140.82,77.84,817.7784,27.9,22.7076,637.1144,4.0,4.0,11.0,12.0,6.0,1.0,18.0,11.0,2.0,2.0,2.0,4.0,8.0,1.0,8.0,6.0,-47.924229,109.123086,110.787778,146.109012,97.328765,1812.12522,44.997554,89.588734,1503.811543,320.0,413.0,345.0,789.0,474.0,127.0,973.0,434.0,343.0,924.0,113.0,503.0,822.0,436.0,577.0,507.0,-28.435463,1
1240,190,177.15,101.84,160.23,161.29,271.2475,2.2344,9.0571,281.6259,4.0,9.0,1.0,4.0,4.0,3.0,9.0,4.0,4.0,17.0,2.0,13.0,9.0,5.0,5.0,7.0,35.525771,168.137037,104.364321,159.63284,153.330123,1398.22048,15.826653,93.50223,1357.38213,310.0,491.0,314.0,998.0,477.0,110.0,753.0,387.0,325.0,794.0,105.0,498.0,1105.0,412.0,525.0,496.0,27.565895,1
1240,480,177.94,103.92,165.84,162.43,288.2964,4.7136,11.4544,309.0251,6.0,6.0,4.0,9.0,7.0,2.0,10.0,5.0,3.0,9.0,1.0,3.0,13.0,6.0,11.0,5.0,36.665771,174.936296,105.230988,159.152099,160.716173,1285.890757,13.244793,83.207977,1281.547961,359.0,493.0,287.0,1105.0,485.0,115.0,671.0,387.0,304.0,730.0,102.0,563.0,1104.0,418.0,488.0,489.0,34.951944,1
1240,570,168.24,105.46,150.22,153.81,804.0624,2.8084,14.8716,839.3939,3.0,5.0,4.0,11.0,7.0,2.0,3.0,3.0,4.0,13.0,2.0,12.0,18.0,4.0,5.0,4.0,28.045771,170.234444,107.340988,155.398148,156.750247,1445.005406,15.575085,88.316663,1425.808858,356.0,515.0,293.0,1070.0,471.0,122.0,654.0,368.0,296.0,777.0,102.0,564.0,1110.0,393.0,521.0,488.0,30.986018,1
1240,580,145.31,109.15,146.4,131.84,1120.2539,7.9275,29.78,1116.3744,3.0,4.0,1.0,5.0,11.0,1.0,13.0,1.0,2.0,22.0,1.0,3.0,12.0,4.0,10.0,7.0,6.075771,169.350617,107.177654,155.545802,155.776667,1465.545956,16.511772,94.438519,1438.918888,365.0,496.0,296.0,1052.0,472.0,123.0,660.0,382.0,295.0,825.0,103.0,569.0,1059.0,401.0,505.0,497.0,30.012438,1
1240,1170,203.45,100.34,172.1,188.09,282.7675,0.7444,2.93,339.5019,5.0,4.0,4.0,11.0,8.0,1.0,5.0,4.0,6.0,11.0,1.0,4.0,18.0,9.0,3.0,6.0,62.325771,168.452963,105.139753,159.383951,154.403086,2161.748281,26.307136,133.392335,2086.725052,384.0,453.0,325.0,956.0,481.0,132.0,734.0,380.0,353.0,762.0,111.0,537.0,1011.0,444.0,500.0,537.0,28.638858,1
1240,1220,198.99,102.73,161.95,184.94,630.0899,6.8571,35.8675,672.5364,6.0,6.0,5.0,6.0,3.0,2.0,11.0,2.0,4.0,14.0,1.0,9.0,11.0,9.0,7.0,4.0,59.175771,166.807407,105.733951,159.569136,152.999259,2307.898217,25.497489,130.291146,2215.747654,377.0,480.0,345.0,885.0,480.0,117.0,778.0,373.0,360.0,784.0,112.0,520.0,971.0,438.0,529.0,551.0,27.23503,1
1240,1510,217.78,127.58,160.89,211.64,252.5116,6.9236,6.3379,297.4504,7.0,5.0,4.0,16.0,4.0,2.0,1.0,6.0,6.0,8.0,1.0,8.0,16.0,6.0,7.0,3.0,85.875771,156.128765,118.025185,148.068025,146.080988,2436.638111,82.846279,70.425126,2507.707762,464.0,475.0,338.0,905.0,420.0,122.0,580.0,405.0,384.0,715.0,105.0,566.0,1036.0,472.0,517.0,596.0,20.316759,2
1240,1520,193.99,120.06,155.01,184.89,704.6499,30.2964,4.9299,806.8779,6.0,7.0,1.0,16.0,2.0,2.0,6.0,3.0,6.0,8.0,0.0,18.0,12.0,10.0,2.0,1.0,59.125771,154.349383,116.644815,148.734815,143.70358,2218.676944,91.400881,79.144985,2242.11053,457.0,505.0,318.0,960.0,408.0,124.0,567.0,405.0,381.0,738.0,104.0,588.0,990.0,460.0,500.0,595.0,17.939351,2
1240,2200,148.62,103.49,157.82,132.47,444.5356,3.7899,4.2876,462.0691,4.0,8.0,1.0,14.0,11.0,3.0,9.0,5.0,6.0,5.0,2.0,8.0,8.0,2.0,7.0,7.0,6.705771,116.362716,108.531975,149.200741,103.369753,1767.732882,37.857866,132.322666,1490.226616,379.0,464.0,358.0,780.0,456.0,128.0,787.0,396.0,411.0,861.0,114.0,537.0,906.0,464.0,506.0,553.0,-22.394476,1
1240,2270,67.49,120.62,131.17,61.09,410.6699,10.9156,16.7611,305.2019,4.0,3.0,9.0,10.0,10.0,2.0,11.0,6.0,1.0,7.0,1.0,7.0,10.0,3.0,9.0,7.0,-64.674229,108.12716,111.140864,144.517531,96.542593,1861.618398,39.951145,112.21389,1561.284235,436.0,445.0,407.0,811.0,458.0,132.0,731.0,483.0,395.0,763.0,114.0,518.0,811.0,472.0,539.0,585.0,-29.221636,1
1240,2320,126.08,106.25,152.42,111.36,777.7336,1.1275,4.3236,764.1104,6.0,10.0,4.0,12.0,2.0,1.0,8.0,6.0,5.0,14.0,2.0,6.0,10.0,6.0,3.0,5.0,-14.404229,112.179506,110.053951,145.807654,99.875802,1640.623086,35.737213,101.566954,1379.183834,439.0,480.0,399.0,891.0,440.0,118.0,695.0,481.0,400.0,740.0,137.0,522.0,768.0,485.0,518.0,587.0,-25.888426,1
1240,2370,111.71,106.6,144.92,97.4,435.8659,7.86,8.5336,384.46,6.0,7.0,6.0,11.0,3.0,3.0,8.0,5.0,6.0,13.0,1.0,7.0,9.0,5.0,4.0,6.0,-28.364229,90.164568,113.968395,139.558519,80.406049,1596.341683,48.896285,113.627316,1278.277963,397.0,471.0,378.0,842.0,464.0,130.0,749.0,422.0,365.0,740.0,138.0,537.0,759.0,486.0,556.0,666.0,-45.358179,1
1240,2520,129.65,109.63,151.26,116.33,1096.6475,11.4531,47.4124,995.6011,2.0,6.0,3.0,4.0,5.0,0.0,8.0,8.0,8.0,20.0,0.0,4.0,15.0,11.0,4.0,2.0,-9.434229,107.420864,111.27963,145.540247,96.20358,2218.531639,41.703412,124.515294,1855.895469,422.0,451.0,372.0,813.0,438.0,128.0,754.0,427.0,405.0,776.0,149.0,489.0,823.0,498.0,510.0,645.0,-29.560649,1
1240,2600,150.81,104.22,158.35,134.87,329.2139,0.9116,3.9475,347.4931,7.0,5.0,4.0,5.0,6.0,2.0,10.0,5.0,5.0,6.0,3.0,3.0,14.0,4.0,11.0,10.0,9.105771,112.004691,109.535185,147.356049,99.884568,2173.121213,51.444318,135.35471,1781.521367,412.0,406.0,433.0,800.0,475.0,132.0,932.0,499.0,359.0,686.0,143.0,480.0,751.0,444.0,532.0,616.0,-25.879661,1
1240,2680,121.38,112.4,146.08,109.46,1283.3156,11.2,17.8936,1174.2684,5.0,2.0,5.0,2.0,6.0,1.0,18.0,7.0,5.0,7.0,0.0,3.0,24.0,4.0,7.0,4.0,-16.304229,137.296296,108.047654,150.844938,123.525679,1370.351468,24.198223,72.120894,1236.445637,425.0,450.0,381.0,773.0,429.0,133.0,764.0,416.0,406.0,890.0,125.0,555.0,858.0,462.0,474.0,559.0,-2.23855,1
1240,2880,51.41,123.54,130.51,47.78,238.3619,19.9684,16.6899,155.4316,4.0,4.0,4.0,8.0,6.0,2.0,21.0,10.0,3.0,3.0,2.0,1.0,6.0,4.0,14.0,8.0,-77.984229,81.783827,115.982716,140.275309,73.971728,2563.257096,116.453282,208.110872,1930.867225,407.0,395.0,371.0,740.0,466.0,143.0,849.0,514.0,359.0,651.0,134.0,485.0,743.0,484.0,585.0,774.0,-51.7925,1
1240,3000,128.02,105.24,151.93,112.54,344.3996,10.0224,29.9051,306.6484,4.0,5.0,7.0,16.0,3.0,1.0,10.0,6.0,2.0,22.0,2.0,7.0,5.0,3.0,2.0,5.0,-13.224229,104.085802,110.000988,146.730617,92.472469,2123.307329,49.979752,127.42768,1711.766773,374.0,415.0,374.0,762.0,476.0,117.0,864.0,413.0,379.0,894.0,128.0,495.0,777.0,488.0,549.0,595.0,-33.29176,1
1240,3050,89.18,110.8,142.94,77.93,791.4476,11.28,24.3164,633.5651,2.0,7.0,2.0,18.0,4.0,0.0,6.0,5.0,7.0,20.0,1.0,7.0,6.0,7.0,5.0,3.0,-47.834229,93.279753,112.046667,143.409259,83.018642,1972.406183,37.785723,105.692877,1594.600023,356.0,407.0,371.0,725.0,489.0,118.0,918.0,404.0,394.0,892.0,126.0,480.0,797.0,465.0,570.0,588.0,-42.745587,1
1240,3220,52.05,119.23,133.19,47.27,265.7275,11.9771,7.8539,175.3371,5.0,6.0,2.0,9.0,1.0,1.0,3.0,5.0,7.0,26.0,2.0,5.0,8.0,7.0,5.0,8.0,-78.494229,93.973951,111.59963,143.680988,83.565062,2036.999692,49.130197,117.527614,1604.451199,368.0,398.0,323.0,750.0,433.0,100.0,989.0,419.0,359.0,947.0,97.0,481.0,800.0,471.0,582.0,583.0,-42.199167,1
1240,3240,67.16,115.64,136.7,59.25,113.4544,6.0904,6.15,80.6675,5.0,7.0,3.0,12.0,5.0,3.0,4.0,6.0,8.0,5.0,4.0,4.0,10.0,5.0,7.0,12.0,-66.514229,102.487284,110.475926,145.967037,91.270988,2256.985394,48.382754,130.527679,1826.188171,363.0,387.0,342.0,789.0,471.0,108.0,1007.0,428.0,350.0,852.0,107.0,481.0,821.0,444.0,588.0,562.0,-34.493241,1
1240,3250,89.18,109.52,143.5,77.29,598.0876,10.1896,26.39,482.7459,3.0,2.0,3.0,4.0,9.0,3.0,15.0,2.0,2.0,3.0,1.0,1.0,22.0,4.0,17.0,9.0,-48.474229,104.760247,110.084815,146.744074,93.189012,2128.377086,45.023547,121.344502,1728.491311,349.0,406.0,349.0,850.0,468.0,106.0,991.0,435.0,329.0,885.0,100.0,494.0,795.0,424.0,560.0,559.0,-32.575216,1
1240,3440,135.56,107.23,151.94,120.87,366.9064,0.4771,4.6364,369.1731,3.0,7.0,3.0,7.0,9.0,0.0,26.0,1.0,2.0,4.0,1.0,8.0,7.0,5.0,10.0,7.0,-4.894229,98.481235,112.037531,143.034321,87.60358,1587.201253,34.39069,73.918081,1294.015814,348.0,431.0,320.0,754.0,481.0,102.0,987.0,407.0,350.0,910.0,120.0,455.0,855.0,455.0,590.0,535.0,-38.160649,1
1250,310,190.32,105.22,159.73,176.43,307.6376,3.3316,6.6171,365.0651,4.0,6.0,5.0,13.0,9.0,3.0,12.0,6.0,4.0,8.0,0.0,5.0,13.0,3.0,4.0,5.0,50.665771,153.605309,107.924691,153.833827,140.290494,2030.038169,29.320008,91.957325,1879.199687,351.0,466.0,314.0,1062.0,468.0,122.0,821.0,422.0,288.0,756.0,108.0,503.0,1050.0,383.0,524.0,462.0,14.526265,1
1250,550,193.82,106.49,153.66,180.89,242.1476,1.3299,1.3844,271.5979,7.0,2.0,3.0,15.0,11.0,0.0,12.0,5.0,1.0,5.0,1.0,3.0,10.0,6.0,13.0,6.0,55.125771,165.622716,107.728272,154.345802,152.234444,1569.947286,14.871225,78.350914,1536.587628,351.0,489.0,288.0,1054.0,485.0,113.0,732.0,364.0,300.0,713.0,112.0,568.0,1134.0,388.0,521.0,488.0,26.470216,1
1250,580,97.3,113.73,141.57,86.43,699.33,12.1971,36.2051,581.7451,5.0,7.0,2.0,11.0,1.0,3.0,3.0,5.0,1.0,8.0,0.0,6.0,31.0,8.0,4.0,5.0,-39.334229,166.93679,107.132963,155.621358,153.271235,1505.38193,17.109605,99.163667,1469.815197,370.0,489.0,288.0,1055.0,473.0,128.0,657.0,382.0,289.0,799.0,108.0,592.0,1056.0,395.0,522.0,497.0,27.507006,1
1250,740,149.1,104.52,156.69,133.64,855.19,2.7096,16.7339,898.3504,3.0,8.0,2.0,15.0,4.0,2.0,10.0,4.0,5.0,15.0,0.0,8.0,10.0,3.0,3.0,8.0,7.875771,160.630123,106.149136,155.825062,146.858765,2139.086401,21.655783,100.854211,2042.070176,396.0,499.0,295.0,1104.0,453.0,130.0,631.0,413.0,326.0,693.0,107.0,578.0,1036.0,405.0,500.0,534.0,21.094537,1
1250,790,155.54,105.38,151.14,140.84,1010.6084,5.8956,14.3204,1030.4144,6.0,6.0,1.0,14.0,6.0,1.0,6.0,2.0,2.0,11.0,1.0,12.0,13.0,3.0,8.0,8.0,15.075771,156.274198,107.200123,155.02642,143.080617,2634.713581,25.356617,120.810907,2510.684735,402.0,468.0,312.0,1131.0,450.0,131.0,664.0,424.0,316.0,599.0,90.0,542.0,1101.0,384.0,537.0,549.0,17.316388,1
1250,820,100.79,112.74,140.74,89.08,257.0259,1.6124,2.1724,234.7536,1.0,9.0,8.0,11.0,8.0,3.0,10.0,4.0,4.0,13.0,0.0,10.0,3.0,3.0,6.0,7.0,-36.684229,163.571111,108.132963,154.719753,150.653457,2241.274079,24.739481,91.999239,2172.805216,378.0,481.0,323.0,1120.0,471.0,118.0,663.0,390.0,308.0,633.0,92.0,541.0,1133.0,371.0,539.0,539.0,24.889228,1
1250,2460,135.6,104.13,157.96,119.4,408.9,1.4331,2.1784,404.64,6.0,4.0,4.0,6.0,7.0,0.0,11.0,5.0,4.0,13.0,0.0,11.0,6.0,10.0,9.0,4.0,-6.364229,110.560617,109.545432,146.67679,98.347901,1962.458918,46.087195,127.335782,1610.683409,420.0,443.0,411.0,831.0,465.0,120.0,800.0,456.0,351.0,775.0,123.0,507.0,795.0,460.0,514.0,629.0,-27.416328,1
1250,2490,136.27,104.26,154.18,120.46,383.3571,0.9524,2.1076,383.4284,6.0,7.0,6.0,7.0,5.0,0.0,10.0,6.0,4.0,12.0,2.0,7.0,6.0,9.0,6.0,7.0,-5.304229,108.18716,110.770617,145.619136,96.713951,2183.014354,44.203433,128.395313,1816.261756,424.0,429.0,398.0,838.0,448.0,132.0,742.0,448.0,385.0,762.0,139.0,480.0,836.0,493.0,507.0,639.0,-29.050278,1
1250,2600,156.87,104.5,158.81,141.3,465.2131,0.57,6.4339,485.99,8.0,4.0,2.0,10.0,7.0,1.0,13.0,3.0,4.0,7.0,2.0,5.0,17.0,6.0,6.0,5.0,15.535771,120.010247,108.414568,149.239259,107.122963,2070.793105,49.126158,125.816829,1713.159201,420.0,402.0,429.0,772.0,475.0,133.0,941.0,498.0,354.0,733.0,140.0,467.0,759.0,451.0,536.0,590.0,-18.641266,1
1250,2940,163.79,101.48,166.03,146.71,275.3059,0.7896,2.2091,303.5659,3.0,5.0,4.0,5.0,5.0,1.0,14.0,5.0,5.0,7.0,2.0,4.0,12.0,8.0,13.0,7.0,20.945771,114.796173,108.222346,150.289383,101.909753,2038.291664,57.192908,141.223665,1658.441362,384.0,423.0,384.0,759.0,461.0,120.0,916.0,412.0,401.0,836.0,127.0,470.0,793.0,475.0,534.0,605.0,-23.854476,1
1250,3070,74.84,112.02,139.64,64.92,298.8744,4.0196,4.3504,230.4136,5.0,8.0,4.0,10.0,4.0,2.0,2.0,4.0,7.0,12.0,3.0,8.0,10.0,8.0,7.0,6.0,-60.844229,99.845556,110.96037,144.53679,88.705926,1856.415777,34.627195,92.060992,1511.651051,366.0,386.0,394.0,788.0,489.0,123.0,984.0,453.0,357.0,817.0,121.0,457.0,781.0,450.0,573.0,561.0,-37.058303,1
1250,3310,134.07,105.63,153.34,118.92,636.1851,3.0131,15.5044,602.6136,4.0,4.0,0.0,5.0,3.0,1.0,10.0,2.0,9.0,19.0,1.0,8.0,16.0,8.0,4.0,6.0,-6.844229,126.207901,107.984691,151.359259,112.85037,1856.457271,30.485445,99.783278,1599.366006,334.0,432.0,347.0,823.0,480.0,111.0,969.0,421.0,330.0,979.0,113.0,506.0,825.0,407.0,559.0,464.0,-12.913858,1
1250,3350,145.99,107.64,155.42,131.58,720.1299,1.6304,10.4436,736.4636,2.0,10.0,5.0,14.0,5.0,0.0,11.0,5.0,3.0,11.0,3.0,10.0,8.0,2.0,8.0,3.0,5.815771,110.941975,110.412099,147.37284,99.160123,2125.832683,41.744002,116.611361,1777.356706,328.0,427.0,341.0,781.0,474.0,124.0,922.0,419.0,348.0,972.0,111.0,503.0,850.0,427.0,566.0,507.0,-26.604105,1
1260,290,149.07,103.88,153.15,134.12,1754.6051,19.4656,79.6875,1665.4456,4.0,6.0,2.0,4.0,7.0,2.0,0.0,1.0,6.0,15.0,1.0,10.0,24.0,10.0,4.0,4.0,8.355771,153.018395,107.310988,154.235062,139.574321,2211.747439,30.451805,115.135116,2040.160773,331.0,469.0,317.0,972.0,470.0,118.0,845.0,418.0,301.0,898.0,95.0,519.0,939.0,411.0,529.0,468.0,13.810092,1
1260,410,195.12,107.9,157.4,182.45,153.8856,1.61,0.78,177.6875,5.0,4.0,8.0,12.0,7.0,2.0,12.0,2.0,6.0,3.0,0.0,8.0,13.0,4.0,5.0,9.0,56.685771,178.672222,105.258519,160.005802,164.522099,1105.786759,12.270946,68.985275,1111.682845,356.0,510.0,298.0,1127.0,478.0,126.0,586.0,386.0,299.0,741.0,105.0,564.0,1103.0,403.0,521.0,497.0,38.75787,1
1260,420,194.13,107.4,156.53,181.43,351.5931,1.02,1.3491,404.2251,6.0,3.0,4.0,15.0,8.0,3.0,4.0,6.0,2.0,7.0,0.0,5.0,19.0,5.0,8.0,5.0,55.665771,177.628642,105.120617,159.969259,163.374568,1118.295427,12.738908,71.365598,1123.761427,354.0,512.0,300.0,1110.0,480.0,126.0,614.0,403.0,298.0,745.0,107.0,575.0,1078.0,406.0,504.0,488.0,37.610339,1
1260,710,199.44,103.99,169.18,185.26,369.5464,1.5099,5.8276,435.6124,4.0,7.0,2.0,22.0,6.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,18.0,4.0,9.0,6.0,59.495771,168.179506,105.212963,157.748642,153.834815,1490.152222,11.740943,76.503733,1490.159874,372.0,543.0,298.0,1091.0,463.0,130.0,651.0,399.0,336.0,753.0,102.0,592.0,964.0,406.0,492.0,508.0,28.070586,1
1260,770,195.18,101.2,164.29,180.13,413.2076,1.38,4.2659,470.0131,6.0,2.0,3.0,14.0,12.0,0.0,6.0,5.0,3.0,5.0,0.0,3.0,23.0,4.0,9.0,5.0,54.365771,158.491975,106.467654,155.697654,144.860988,2292.375121,22.171176,106.962044,2196.240922,415.0,494.0,303.0,1139.0,432.0,126.0,673.0,438.0,305.0,690.0,100.0,543.0,1012.0,390.0,491.0,549.0,19.096759,1
1260,1020,126.17,112.71,145.0,113.83,804.1211,7.2059,18.5,765.0211,6.0,3.0,3.0,9.0,6.0,0.0,5.0,4.0,6.0,17.0,0.0,6.0,13.0,7.0,9.0,6.0,-11.934229,151.128642,108.672469,152.984321,138.205185,2380.17234,38.874822,113.276915,2236.92901,373.0,467.0,295.0,1130.0,465.0,92.0,684.0,386.0,328.0,697.0,101.0,530.0,1114.0,395.0,508.0,535.0,12.440956,1
1260,1080,92.69,111.99,143.15,81.07,155.6339,1.6099,5.8875,134.7251,5.0,6.0,2.0,6.0,6.0,0.0,19.0,5.0,5.0,3.0,0.0,4.0,15.0,5.0,8.0,11.0,-44.694229,163.619877,106.385185,156.777407,150.055679,2258.705506,24.140274,100.240206,2175.549863,401.0,472.0,323.0,1036.0,479.0,125.0,714.0,369.0,322.0,733.0,101.0,516.0,1047.0,397.0,516.0,549.0,24.29145,1
1260,1480,194.26,130.91,156.39,187.22,680.7324,10.8419,13.8979,754.5516,6.0,13.0,4.0,8.0,1.0,3.0,7.0,6.0,6.0,8.0,2.0,11.0,10.0,9.0,2.0,4.0,61.455771,130.000247,120.138272,143.834321,120.648765,2574.489136,68.011498,68.370081,2620.20935,438.0,446.0,319.0,851.0,442.0,123.0,538.0,396.0,381.0,716.0,104.0,529.0,1164.0,470.0,531.0,652.0,-5.115463,2
1260,2340,119.14,106.94,148.41,104.63,398.3404,2.7564,7.8219,367.9731,6.0,7.0,4.0,13.0,5.0,2.0,8.0,4.0,4.0,10.0,3.0,10.0,7.0,3.0,4.0,10.0,-21.134229,103.708272,110.870494,144.095185,92.215802,1814.622672,41.038413,110.756002,1494.405775,418.0,492.0,392.0,822.0,432.0,116.0,741.0,462.0,384.0,789.0,135.0,550.0,782.0,482.0,505.0,598.0,-33.548426,1
1260,2400,69.32,117.35,133.25,61.99,710.6576,16.6075,36.5275,533.4699,4.0,5.0,11.0,16.0,6.0,1.0,14.0,10.0,1.0,0.0,1.0,5.0,4.0,2.0,6.0,14.0,-63.774229,98.501358,112.603704,142.391852,88.183457,2251.462344,56.537764,158.00744,1831.799677,401.0,457.0,399.0,790.0,483.0,132.0,849.0,453.0,330.0,737.0,131.0,541.0,752.0,438.0,560.0,647.0,-37.580772,1
1260,2520,55.97,119.54,132.56,50.84,331.4691,5.8684,5.6264,252.4344,2.0,8.0,3.0,4.0,1.0,0.0,10.0,2.0,9.0,18.0,1.0,4.0,13.0,13.0,4.0,8.0,-74.924229,106.179383,111.143951,145.534321,95.01716,2284.698563,44.292365,134.510304,1895.175385,423.0,439.0,351.0,801.0,438.0,129.0,757.0,423.0,415.0,820.0,146.0,477.0,833.0,512.0,504.0,632.0,-30.747068,1
1260,2570,123.64,107.99,147.74,109.63,751.3904,7.4299,32.0724,689.2931,2.0,7.0,10.0,11.0,3.0,2.0,22.0,12.0,1.0,10.0,2.0,6.0,1.0,2.0,6.0,3.0,-16.134229,114.716296,109.615679,147.86358,102.547654,2186.766179,48.832421,126.65534,1812.249951,444.0,425.0,360.0,792.0,476.0,126.0,884.0,438.0,360.0,757.0,148.0,470.0,819.0,458.0,519.0,624.0,-23.216574,1
1260,2600,148.83,103.15,157.04,132.55,327.1211,0.4475,2.3584,336.3475,5.0,2.0,2.0,4.0,8.0,2.0,14.0,3.0,7.0,4.0,2.0,4.0,19.0,6.0,14.0,4.0,6.785771,124.091728,107.917284,150.001605,110.819383,1921.699858,43.543775,112.600368,1608.013427,425.0,413.0,401.0,757.0,470.0,126.0,921.0,467.0,349.0,787.0,142.0,470.0,787.0,464.0,538.0,583.0,-14.944846,1
